16 22.8897 1713.62 74.8692
15 24.5358 1701 69.335
14 27.0096 1725.68 63.8994
13 29.4736 1730.18 58.7124
12 30.3801 1729.92 56.9479
11 34.0927 1783.23 52.3025
10 37.4751 1827.31 48.7608
9 40.4587 1899.34 46.9472
8 46.5112 2035.48 43.7669
7 50.192 2120.38 42.2432
6 56.9528 2375.54 41.7105
5 66.159 2713.82 41.0203
4 88.332 3549.98 40.1891
3 115.794 4576.63 39.5244
2 161.51 6280.02 38.8849
1 162.516 6329.19 38.9459

