37.5% 0.625249 1.54695
43.75% 0.584557 1.39989
50% 0.589641 1.33027
56.25% 0.613165 1.22335
62.5% 0.628 1.18288
68.75% 0.675114 1.12601
75% 0.728739 1.08334
81.25% 0.762603 1.06777
87.5% 0.835198 1.03814
93.75% 0.918538 1.01751
100% 1 1
