37.5% 0.742787 1.81203
43.75% 0.692065 1.52998
50% 0.729008 1.34551
56.25% 0.744877 1.24456
62.5% 0.74239 1.20305
68.75% 0.753561 1.14615
75% 0.774024 1.12256
81.25% 0.792033 1.0895
87.5% 0.853319 1.04312
93.75% 0.921353 1.01101
100% 1 1
