37.5% 0.56643 1.37885
43.75% 0.551913 1.30339
50% 0.564677 1.25725
56.25% 0.593828 1.17332
62.5% 0.610811 1.13849
68.75% 0.664934 1.10104
75% 0.72248 1.06607
81.25% 0.756929 1.05309
87.5% 0.834176 1.03237
93.75% 0.919249 1.01531
100% 1 1
