37.5% 0.770478 1.8387
43.75% 0.694185 1.52969
50% 0.722874 1.35234
56.25% 0.745975 1.24257
62.5% 0.745228 1.20597
68.75% 0.757467 1.16327
75% 0.761185 1.11529
81.25% 0.787815 1.09882
87.5% 0.86135 1.07312
93.75% 0.928161 1.02486
100% 1 1
