37.5% 0.630866 1.5485
43.75% 0.611342 1.46237
50% 0.612498 1.37856
56.25% 0.636315 1.27371
62.5% 0.645802 1.21843
68.75% 0.688517 1.15449
75% 0.743616 1.11039
81.25% 0.77361 1.08938
87.5% 0.843385 1.05563
93.75% 0.918879 1.02519
100% 1 1
