50%	0.747675515	1.5254598064
56.25%	0.7453963021	1.2999052117
62.5%	0.7468450073	1.2279159876
68.75%	0.7544944206	1.1587205242
75%	0.768925273	1.1142115941
81.25%	0.794689746	1.0753733329
87.5%	0.8482481282	1.0408670636
93.75%	0.907969752	1.0116240396
100%	1	1
