1.2	1.138933215	1.3320064315	1.0243451585	0.8688492104	1.1292850261	1.3072457022	1200000	2.0985705285	2.0789401716	2.1068260123	2.1031677056	2.0720502817	2.1740812149
1.3	1.1012172571	1.2789315965	0.9958212066	0.8925647642	1.0160392216	1.2471108444	1300000	1.9570443587	1.9533802785	1.9535388053	2.0445026405	1.8083707868	2.020171108
1.4	1.076814508	1.2286064932	0.9799093448	0.88605016	1.0459971598	1.14223771	1400000	1.8439333479	1.829661727	1.8341704297	1.9105529553	1.7914454826	1.7939538143
1.5	1.023077765	1.1773586237	0.936843192	0.848518939	0.9381880517	1.1767054745	1500000	1.6894440746	1.7051913851	1.680000751	1.72216239	1.5500898303	1.7960679206
1.6	1.0258314275	1.1350376347	0.961346653	0.9019444731	0.945071954	1.1561644507	1600000	1.6329220829	1.5993196842	1.6590936828	1.7833596563	1.5163119	1.7002244753
1.7	0.9770489726	1.0973063398	0.9084372296	0.8275136753	0.9433654892	1.0562826504	1700000	1.4956722627	1.5003121565	1.4906918015	1.4959043019	1.4435406504	1.5207906916
1.8	0.9720485981	1.0773099789	0.915279635	0.8387119414	0.9352510748	1.0875596357	1800000	1.4340159704	1.4430453395	1.4338287066	1.4253578142	1.3765574943	1.5146146507
1.9	0.9701705773	1.0493726304	0.9280352788	0.8584497884	0.9800873741	1.0429193486	1900000	1.3714704476	1.3592806346	1.3885879514	1.3808118635	1.3886860359	1.402420533
2.1	0.9721465317	1.0238823761	0.9463590419	0.8756734441	0.9690359828	1.1227990667	2100000	1.2672383361	1.2468934168	1.2912156517	1.2500729054	1.2594699723	1.4056273234
2.2	0.9488901819	1.0128815926	0.9138126327	0.878592218	0.9325965739	0.9627640354	2200000	1.1826988815	1.1928952538	1.1739032473	1.1821741126	1.1599647656	1.1665947448
2.3	0.9557224907	1.0123654377	0.9263362306	0.8859263082	0.9613046523	0.9758701151	2300000	1.1450473437	1.1559703598	1.1401533999	1.1231798902	1.1521387747	1.1429317983
2.4	0.9559529227	1.0096936862	0.9278405962	0.9046093508	0.9404826858	0.9441276802	2400000	1.0909874927	1.1119851734	1.0750007041	1.0780478086	1.0702333262	1.0559367193
2.5	0.9629810988	1.0026828915	0.9435862896	0.9253111776	0.9327552248	0.9862631137	2500000	1.0582200198	1.0783681572	1.0447338034	1.040333315	1.02016966	1.0656045988
2.6	0.9651529204	1.0030096658	0.9455154173	0.9486489834	0.9222958724	0.9358904479	2600000	1.0121632431	1.0376461769	0.9888470601	1.0155627867	0.9484740481	0.9826120694
2.7	1	1	1	1	1	1	2700000	1	1	1	1	1	1
