37.5% 1.00107 2.32618 2.32867
43.75% 0.90652 2.04899 1.85745
50% 0.878288 1.87007 1.64246
56.25% 0.851897 1.63077 1.38925
62.5% 0.856551 1.55485 1.33181
68.75% 0.864513 1.41068 1.21955
75% 0.872064 1.26907 1.10671
81.25% 0.878648 1.21988 1.07185
87.5% 0.912287 1.12909 1.03005
93.75% 0.952368 1.04008 0.990539
100% 1 1 1
