37.5% 0.552037 1.32851
43.75% 0.5435 1.27449
50% 0.55638 1.23071
56.25% 0.588432 1.15841
62.5% 0.60763 1.13058
68.75% 0.661525 1.09601
75% 0.720044 1.06639
81.25% 0.756445 1.05474
87.5% 0.830139 1.03229
93.75% 0.910009 1.01435
100% 1 1
